"Section","Section.name","SIC2dg1","Division.name","Group","Group.name","Class","Class.name","SectionAbb"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4648,"Wholesale of watches and jewellery","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4649,"Wholesale of other household goods","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",465,"Wholesale of information and communication equipment",4651,"Wholesale of computers, computer peripheral equipment and software","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",465,"Wholesale of information and communication equipment",4652,"Wholesale of electronic and telecommunications equipment and parts","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4661,"Wholesale of agricultural machinery, equipment and supplies","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4662,"Wholesale of machine tools","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4663,"Wholesale of mining, construction and civil engineering machinery","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4664,"Wholesale of machinery for the textile industry and of sewing and knitting machines","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4665,"Wholesale of office furniture","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4666,"Wholesale of other office machinery and equipment","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4669,"Wholesale of other machinery and equipment","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",467,"Other specialised wholesale",4671,"Wholesale of solid, liquid and gaseous fuels and related products","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",467,"Other specialised wholesale",4672,"Wholesale of metals and metal ores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",467,"Other specialised wholesale",4673,"Wholesale of wood, construction materials and sanitary equipment","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",467,"Other specialised wholesale",4674,"Wholesale of hardware, plumbing and heating equipment and supplies","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",467,"Other specialised wholesale",4675,"Wholesale of chemical products","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",467,"Other specialised wholesale",4676,"Wholesale of other intermediate products","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",467,"Other specialised wholesale",4677,"Wholesale of waste and scrap","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",469,"Non-specialised wholesale trade",4690,"Non-specialised wholesale trade","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",471,"Retail sale in non-specialised stores",4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",471,"Retail sale in non-specialised stores",4719,"Other retail sale in non-specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4721,"Retail sale of fruit and vegetables in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4722,"Retail sale of meat and meat products in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4723,"Retail sale of fish, crustaceans and molluscs in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4724,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4725,"Retail sale of beverages in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4726,"Retail sale of tobacco products in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4729,"Other retail sale of food in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",473,"Retail sale of automotive fuel in specialised stores",4730,"Retail sale of automotive fuel in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",474,"Retail sale of information and communication equipment in specialised stores",4741,"Retail sale of computers, peripheral units and software in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",474,"Retail sale of information and communication equipment in specialised stores",4742,"Retail sale of telecommunications equipment in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",474,"Retail sale of information and communication equipment in specialised stores",4743,"Retail sale of audio and video equipment in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",475,"Retail sale of other household equipment in specialised stores",4751,"Retail sale of textiles in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",475,"Retail sale of other household equipment in specialised stores",4752,"Retail sale of hardware, paints and glass in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",475,"Retail sale of other household equipment in specialised stores",4753,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",475,"Retail sale of other household equipment in specialised stores",4754,"Retail sale of electrical household appliances in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",475,"Retail sale of other household equipment in specialised stores",4759,"Retail sale of furniture, lighting equipment and other household articles in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",476,"Retail sale of cultural and recreation goods in specialised stores",4761,"Retail sale of books in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",476,"Retail sale of cultural and recreation goods in specialised stores",4762,"Retail sale of newspapers and stationery in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",476,"Retail sale of cultural and recreation goods in specialised stores",4763,"Retail sale of music and video recordings in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",476,"Retail sale of cultural and recreation goods in specialised stores",4764,"Retail sale of sporting equipment in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",476,"Retail sale of cultural and recreation goods in specialised stores",4765,"Retail sale of games and toys in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4771,"Retail sale of clothing in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4772,"Retail sale of footwear and leather goods in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4773,"Dispensing chemist in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4774,"Retail sale of medical and orthopaedic goods in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4775,"Retail sale of cosmetic and toilet articles in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4776,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4777,"Retail sale of watches and jewellery in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4778,"Other retail sale of new goods in specialised stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",477,"Retail sale of other goods in specialised stores",4779,"Retail sale of second-hand goods in stores","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",478,"Retail sale via stalls and markets",4781,"Retail sale via stalls and markets of food, beverages and tobacco products","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",478,"Retail sale via stalls and markets",4782,"Retail sale via stalls and markets of textiles, clothing and footwear","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",478,"Retail sale via stalls and markets",4789,"Retail sale via stalls and markets of other goods","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",4791,"Retail sale via mail order houses or via Internet","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",4799,"Other retail sale not in stores, stalls or markets","Wholesale, retail"
"H","Transportation and storage",49,"Land transport and transport via pipelines",491,"Passenger rail transport, interurban",4910,"Passenger rail transport, interurban","Transportation"
"H","Transportation and storage",49,"Land transport and transport via pipelines",492,"Freight rail transport",4920,"Freight rail transport","Transportation"
"H","Transportation and storage",49,"Land transport and transport via pipelines",493,"Other passenger land transport",4931,"Urban and suburban passenger land transport","Transportation"
"H","Transportation and storage",49,"Land transport and transport via pipelines",493,"Other passenger land transport",4932,"Taxi operation","Transportation"
"H","Transportation and storage",49,"Land transport and transport via pipelines",493,"Other passenger land transport",4939,"Other passenger land transport n.e.c.","Transportation"
"H","Transportation and storage",49,"Land transport and transport via pipelines",494,"Freight transport by road and removal services",4941,"Freight transport by road","Transportation"
"H","Transportation and storage",49,"Land transport and transport via pipelines",494,"Freight transport by road and removal services",4942,"Removal services","Transportation"
"H","Transportation and storage",49,"Land transport and transport via pipelines",495,"Transport via pipeline",4950,"Transport via pipeline","Transportation"
"H","Transportation and storage",50,"Water transport",501,"Sea and coastal passenger water transport",5010,"Sea and coastal passenger water transport","Transportation"
"H","Transportation and storage",50,"Water transport",502,"Sea and coastal freight water transport",5020,"Sea and coastal freight water transport","Transportation"
"H","Transportation and storage",50,"Water transport",503,"Inland passenger water transport",5030,"Inland passenger water transport","Transportation"
"H","Transportation and storage",50,"Water transport",504,"Inland freight water transport",5040,"Inland freight water transport","Transportation"
"H","Transportation and storage",51,"Air transport",511,"Passenger air transport",5110,"Passenger air transport","Transportation"
"H","Transportation and storage",51,"Air transport",512,"Freight air transport and space transport",5121,"Freight air transport","Transportation"
"H","Transportation and storage",51,"Air transport",512,"Freight air transport and space transport",5122,"Space transport","Transportation"
"H","Transportation and storage",52,"Warehousing and support activities for transportation",521,"Warehousing and storage",5210,"Warehousing and storage","Transportation"
"H","Transportation and storage",52,"Warehousing and support activities for transportation",522,"Support activities for transportation",5221,"Service activities incidental to land transportation","Transportation"
"H","Transportation and storage",52,"Warehousing and support activities for transportation",522,"Support activities for transportation",5222,"Service activities incidental to water transportation","Transportation"
"H","Transportation and storage",52,"Warehousing and support activities for transportation",522,"Support activities for transportation",5223,"Service activities incidental to air transportation","Transportation"
"H","Transportation and storage",52,"Warehousing and support activities for transportation",522,"Support activities for transportation",5224,"Cargo handling","Transportation"
"H","Transportation and storage",52,"Warehousing and support activities for transportation",522,"Support activities for transportation",5229,"Other transportation support activities","Transportation"
"H","Transportation and storage",53,"Postal and courier activities",531,"Postal activities under universal service obligation",5310,"Postal activities under universal service obligation","Transportation"
"H","Transportation and storage",53,"Postal and courier activities",532,"Other postal and courier activities",5320,"Other postal and courier activities","Transportation"
"I","Accommodation and food service activities",55,"Accommodation",551,"Hotels and similar accommodation",5510,"Hotels and similar accommodation","Accommodation"
"I","Accommodation and food service activities",55,"Accommodation",552,"Holiday and other short-stay accommodation",5520,"Holiday and other short-stay accommodation","Accommodation"
"I","Accommodation and food service activities",55,"Accommodation",553,"Camping grounds, recreational vehicle parks and trailer parks",5530,"Camping grounds, recreational vehicle parks and trailer parks","Accommodation"
"I","Accommodation and food service activities",55,"Accommodation",559,"Other accommodation",5590,"Other accommodation","Accommodation"
"I","Accommodation and food service activities",56,"Food and beverage service activities",561,"Restaurants and mobile food service activities",5610,"Restaurants and mobile food service activities","Accommodation"
"I","Accommodation and food service activities",56,"Food and beverage service activities",562,"Event catering and other food service activities",5621,"Event catering activities","Accommodation"
"I","Accommodation and food service activities",56,"Food and beverage service activities",562,"Event catering and other food service activities",5629,"Other food service activities","Accommodation"
"I","Accommodation and food service activities",56,"Food and beverage service activities",563,"Beverage serving activities",5630,"Beverage serving activities","Accommodation"
"K","Financial and insurance activities",64,"Financial service activities, except insurance and pension funding",641,"Monetary intermediation",6411,"Central banking","Financial"
"K","Financial and insurance activities",64,"Financial service activities, except insurance and pension funding",641,"Monetary intermediation",6419,"Other monetary intermediation","Financial"
"K","Financial and insurance activities",64,"Financial service activities, except insurance and pension funding",642,"Activities of holding companies",6420,"Activities of holding companies","Financial"
"K","Financial and insurance activities",64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities","Financial"
"K","Financial and insurance activities",64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6491,"Financial leasing","Financial"
"K","Financial and insurance activities",64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6492,"Other credit granting","Financial"
"K","Financial and insurance activities",64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6499,"Other financial service activities, except insurance and pension funding, n.e.c.","Financial"
"K","Financial and insurance activities",65,"Insurance, reinsurance and pension funding, except compulsory social security",651,"Insurance",6511,"Life insurance","Financial"
"K","Financial and insurance activities",65,"Insurance, reinsurance and pension funding, except compulsory social security",651,"Insurance",6512,"Non-life insurance","Financial"
"K","Financial and insurance activities",65,"Insurance, reinsurance and pension funding, except compulsory social security",652,"Reinsurance",6520,"Reinsurance","Financial"
"K","Financial and insurance activities",65,"Insurance, reinsurance and pension funding, except compulsory social security",653,"Pension funding",6530,"Pension funding","Financial"
"K","Financial and insurance activities",66,"Activities auxiliary to financial services and insurance activities",661,"Activities auxiliary to financial services, except insurance and pension funding",6611,"Administration of financial markets","Financial"
"K","Financial and insurance activities",66,"Activities auxiliary to financial services and insurance activities",661,"Activities auxiliary to financial services, except insurance and pension funding",6612,"Security and commodity contracts brokerage","Financial"
"K","Financial and insurance activities",66,"Activities auxiliary to financial services and insurance activities",661,"Activities auxiliary to financial services, except insurance and pension funding",6619,"Other activities auxiliary to financial services, except insurance and pension funding","Financial"
"K","Financial and insurance activities",66,"Activities auxiliary to financial services and insurance activities",662,"Activities auxiliary to insurance and pension funding",6621,"Risk and damage evaluation","Financial"
"K","Financial and insurance activities",66,"Activities auxiliary to financial services and insurance activities",662,"Activities auxiliary to insurance and pension funding",6622,"Activities of insurance agents and brokers","Financial"
"K","Financial and insurance activities",66,"Activities auxiliary to financial services and insurance activities",662,"Activities auxiliary to insurance and pension funding",6629,"Other activities auxiliary to insurance and pension funding","Financial"
"K","Financial and insurance activities",66,"Activities auxiliary to financial services and insurance activities",663,"Fund management activities",6630,"Fund management activities","Financial"
"L","Real estate activities",68,"Real estate activities",681,"Buying and selling of own real estate",6810,"Buying and selling of own real estate","Real Estate"
"L","Real estate activities",68,"Real estate activities",682,"Renting and operating of own or leased real estate",6820,"Renting and operating of own or leased real estate","Real Estate"
"L","Real estate activities",68,"Real estate activities",683,"Real estate activities on a fee or contract basis",6831,"Real estate agencies","Real Estate"
"L","Real estate activities",68,"Real estate activities",683,"Real estate activities on a fee or contract basis",6832,"Management of real estate on a fee or contract basis","Real Estate"
"M","Professional, scientific and technical activities",69,"Legal and accounting activities",691,"Legal activities",6910,"Legal activities","Science"
"M","Professional, scientific and technical activities",69,"Legal and accounting activities",692,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy","Science"
"M","Professional, scientific and technical activities",70,"Activities of head offices; management consultancy activities",701,"Activities of head offices",7010,"Activities of head offices","Science"
"M","Professional, scientific and technical activities",70,"Activities of head offices; management consultancy activities",702,"Management consultancy activities",7021,"Public relations and communication activities","Science"
"M","Professional, scientific and technical activities",70,"Activities of head offices; management consultancy activities",702,"Management consultancy activities",7022,"Business and other management consultancy activities","Science"
"M","Professional, scientific and technical activities",71,"Architectural and engineering activities; technical testing and analysis",711,"Architectural and engineering activities and related technical consultancy",7111,"Architectural activities","Science"
"M","Professional, scientific and technical activities",71,"Architectural and engineering activities; technical testing and analysis",711,"Architectural and engineering activities and related technical consultancy",7112,"Engineering activities and related technical consultancy","Science"
"M","Professional, scientific and technical activities",71,"Architectural and engineering activities; technical testing and analysis",712,"Technical testing and analysis",7120,"Technical testing and analysis","Science"
"M","Professional, scientific and technical activities",72,"Scientific research and development",721,"Research and experimental development on natural sciences and engineering",7211,"Research and experimental development on biotechnology","Science"
"M","Professional, scientific and technical activities",72,"Scientific research and development",721,"Research and experimental development on natural sciences and engineering",7219,"Other research and experimental development on natural sciences and engineering","Science"
"M","Professional, scientific and technical activities",72,"Scientific research and development",722,"Research and experimental development on social sciences and humanities",7220,"Research and experimental development on social sciences and humanities","Science"
"M","Professional, scientific and technical activities",73,"Advertising and market research",731,"Advertising",7311,"Advertising agencies","Science"
"M","Professional, scientific and technical activities",73,"Advertising and market research",731,"Advertising",7312,"Media representation","Science"
"M","Professional, scientific and technical activities",73,"Advertising and market research",732,"Market research and public opinion polling",7320,"Market research and public opinion polling","Science"
"M","Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",741,"Specialised design activities",7410,"Specialised design activities","Science"
"M","Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",742,"Photographic activities",7420,"Photographic activities","Science"
"M","Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",743,"Translation and interpretation activities",7430,"Translation and interpretation activities","Science"
"M","Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",749,"Other professional, scientific and technical activities n.e.c.",7490,"Other professional, scientific and technical activities n.e.c.","Science"
"M","Professional, scientific and technical activities",75,"Veterinary activities",750,"Veterinary activities",7500,"Veterinary activities","Science"
"N","Administrative and support service activities",77,"Rental and leasing activities",771,"Renting and leasing of motor vehicles",7711,"Renting and leasing of cars and light motor vehicles","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",771,"Renting and leasing of motor vehicles",7712,"Renting and leasing of trucks","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",772,"Renting and leasing of personal and household goods",7721,"Renting and leasing of recreational and sports goods","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",772,"Renting and leasing of personal and household goods",7722,"Renting of video tapes and disks","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",772,"Renting and leasing of personal and household goods",7729,"Renting and leasing of other personal and household goods","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",773,"Renting and leasing of other machinery, equipment and tangible goods",7731,"Renting and leasing of agricultural machinery and equipment","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",773,"Renting and leasing of other machinery, equipment and tangible goods",7732,"Renting and leasing of construction and civil engineering machinery and equipment","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",773,"Renting and leasing of other machinery, equipment and tangible goods",7733,"Renting and leasing of office machinery and equipment (including computers)","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",773,"Renting and leasing of other machinery, equipment and tangible goods",7734,"Renting and leasing of water transport equipment","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",773,"Renting and leasing of other machinery, equipment and tangible goods",7735,"Renting and leasing of air transport equipment","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",773,"Renting and leasing of other machinery, equipment and tangible goods",7739,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Administrative"
"N","Administrative and support service activities",77,"Rental and leasing activities",774,"Leasing of intellectual property and similar products, except copyrighted works",7740,"Leasing of intellectual property and similar products, except copyrighted works","Administrative"
"N","Administrative and support service activities",78,"Employment activities",781,"Activities of employment placement agencies",7810,"Activities of employment placement agencies","Administrative"
"N","Administrative and support service activities",78,"Employment activities",782,"Temporary employment agency activities",7820,"Temporary employment agency activities","Administrative"
"N","Administrative and support service activities",78,"Employment activities",783,"Other human resources provision",7830,"Other human resources provision","Administrative"
"N","Administrative and support service activities",79,"Travel agency, tour operator and other reservation service and related activities",791,"Travel agency and tour operator activities",7911,"Travel agency activities","Administrative"
"N","Administrative and support service activities",79,"Travel agency, tour operator and other reservation service and related activities",791,"Travel agency and tour operator activities",7912,"Tour operator activities","Administrative"
"N","Administrative and support service activities",79,"Travel agency, tour operator and other reservation service and related activities",799,"Other reservation service and related activities",7990,"Other reservation service and related activities","Administrative"
"N","Administrative and support service activities",80,"Security and investigation activities",801,"Private security activities",8010,"Private security activities","Administrative"
"N","Administrative and support service activities",80,"Security and investigation activities",802,"Security systems service activities",8020,"Security systems service activities","Administrative"
"N","Administrative and support service activities",80,"Security and investigation activities",803,"Investigation activities",8030,"Investigation activities","Administrative"
"N","Administrative and support service activities",81,"Services to buildings and landscape activities",811,"Combined facilities support activities",8110,"Combined facilities support activities","Administrative"
"N","Administrative and support service activities",81,"Services to buildings and landscape activities",812,"Cleaning activities",8121,"General cleaning of buildings","Administrative"
"N","Administrative and support service activities",81,"Services to buildings and landscape activities",812,"Cleaning activities",8122,"Other building and industrial cleaning activities","Administrative"
"N","Administrative and support service activities",81,"Services to buildings and landscape activities",812,"Cleaning activities",8129,"Other cleaning activities","Administrative"
"N","Administrative and support service activities",81,"Services to buildings and landscape activities",813,"Landscape service activities",8130,"Landscape service activities","Administrative"
"N","Administrative and support service activities",82,"Office administrative, office support and other business support activities",821,"Office administrative and support activities",8211,"Combined office administrative service activities","Administrative"
"N","Administrative and support service activities",82,"Office administrative, office support and other business support activities",821,"Office administrative and support activities",8219,"Photocopying, document preparation and other specialised office support activities","Administrative"
"N","Administrative and support service activities",82,"Office administrative, office support and other business support activities",822,"Activities of call centres",8220,"Activities of call centres","Administrative"
"N","Administrative and support service activities",82,"Office administrative, office support and other business support activities",823,"Organisation of conventions and trade shows",8230,"Organisation of conventions and trade shows","Administrative"
"N","Administrative and support service activities",82,"Office administrative, office support and other business support activities",829,"Business support service activities n.e.c.",8291,"Activities of collection agencies and credit bureaus","Administrative"
"N","Administrative and support service activities",82,"Office administrative, office support and other business support activities",829,"Business support service activities n.e.c.",8292,"Packaging activities","Administrative"
"N","Administrative and support service activities",82,"Office administrative, office support and other business support activities",829,"Business support service activities n.e.c.",8299,"Other business support service activities n.e.c.","Administrative"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",841,"Administration of the State and the economic and social policy of the community",8411,"General public administration activities","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",841,"Administration of the State and the economic and social policy of the community",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",841,"Administration of the State and the economic and social policy of the community",8413,"Regulation of and contribution to more efficient operation of businesses","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",842,"Provision of services to the community as a whole",8421,"Foreign affairs","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",842,"Provision of services to the community as a whole",8422,"Defence activities","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",842,"Provision of services to the community as a whole",8423,"Justice and judicial activities","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",842,"Provision of services to the community as a whole",8424,"Public order and safety activities","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",842,"Provision of services to the community as a whole",8425,"Fire service activities","Public"
"O","Public administration and defence; compulsory social security",84,"Public administration and defence; compulsory social security",843,"Compulsory social security activities",8430,"Compulsory social security activities","Public"
"P","Education",85,"Education",851,"Pre-primary education",8510,"Pre-primary education","Education"
"P","Education",85,"Education",852,"Primary education",8520,"Primary education","Education"
"P","Education",85,"Education",853,"Secondary education",8531,"General secondary education","Education"
"P","Education",85,"Education",853,"Secondary education",8532,"Technical and vocational secondary education","Education"
"P","Education",85,"Education",854,"Higher education",8541,"Post-secondary non-tertiary education","Education"
"P","Education",85,"Education",854,"Higher education",8542,"Tertiary education","Education"
"P","Education",85,"Education",855,"Other education",8551,"Sports and recreation education","Education"
"P","Education",85,"Education",855,"Other education",8552,"Cultural education","Education"
"P","Education",85,"Education",855,"Other education",8553,"Driving school activities","Education"
