"Section","Section.name","SIC2dg1","Division.name","Group","Group.name","Class","Class.name","SectionAbb"
"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals",2445,"Other non-ferrous metal production","Manufacturing"
"C","Manufacturing",24,"Manufacture of basic metals",244,"Manufacture of basic precious and other non-ferrous metals",2446,"Processing of nuclear fuel","Manufacturing"
"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals",2451,"Casting of iron","Manufacturing"
"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals",2452,"Casting of steel","Manufacturing"
"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals",2453,"Casting of light metals","Manufacturing"
"C","Manufacturing",24,"Manufacture of basic metals",245,"Casting of metals",2454,"Casting of other non-ferrous metals","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products",2511,"Manufacture of metal structures and parts of structures","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",251,"Manufacture of structural metal products",2512,"Manufacture of doors and windows of metal","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal",2521,"Manufacture of central heating radiators and boilers","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",252,"Manufacture of tanks, reservoirs and containers of metal",2529,"Manufacture of other tanks, reservoirs and containers of metal","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",253,"Manufacture of steam generators, except central heating hot water boilers",2530,"Manufacture of steam generators, except central heating hot water boilers","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",254,"Manufacture of weapons and ammunition",2540,"Manufacture of weapons and ammunition","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",2550,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining",2561,"Treatment and coating of metals","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",256,"Treatment and coating of metals; machining",2562,"Machining","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware",2571,"Manufacture of cutlery","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware",2572,"Manufacture of locks and hinges","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",257,"Manufacture of cutlery, tools and general hardware",2573,"Manufacture of tools","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products",2591,"Manufacture of steel drums and similar containers","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products",2592,"Manufacture of light metal packaging","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products",2593,"Manufacture of wire products, chain and springs","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products",2594,"Manufacture of fasteners and screw machine products","Manufacturing"
"C","Manufacturing",25,"Manufacture of fabricated metal products, except machinery and equipment",259,"Manufacture of other fabricated metal products",2599,"Manufacture of other fabricated metal products n.e.c.","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",261,"Manufacture of electronic components and boards",2611,"Manufacture of electronic components","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",261,"Manufacture of electronic components and boards",2612,"Manufacture of loaded electronic boards","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",262,"Manufacture of computers and peripheral equipment",2620,"Manufacture of computers and peripheral equipment","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",263,"Manufacture of communication equipment",2630,"Manufacture of communication equipment","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",264,"Manufacture of consumer electronics",2640,"Manufacture of consumer electronics","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2651,"Manufacture of instruments and appliances for measuring, testing and navigation","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",2652,"Manufacture of watches and clocks","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",266,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",2660,"Manufacture of irradiation, electromedical and electrotherapeutic equipment","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",267,"Manufacture of optical instruments and photographic equipment",2670,"Manufacture of optical instruments and photographic equipment","Manufacturing"
"C","Manufacturing",26,"Manufacture of computer, electronic and optical products",268,"Manufacture of magnetic and optical media",2680,"Manufacture of magnetic and optical media","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",271,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2711,"Manufacture of electric motors, generators and transformers","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",271,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2712,"Manufacture of electricity distribution and control apparatus","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",272,"Manufacture of batteries and accumulators",2720,"Manufacture of batteries and accumulators","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",273,"Manufacture of wiring and wiring devices",2731,"Manufacture of fibre optic cables","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",273,"Manufacture of wiring and wiring devices",2732,"Manufacture of other electronic and electric wires and cables","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",273,"Manufacture of wiring and wiring devices",2733,"Manufacture of wiring devices","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",274,"Manufacture of electric lighting equipment",2740,"Manufacture of electric lighting equipment","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",275,"Manufacture of domestic appliances",2751,"Manufacture of electric domestic appliances","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",275,"Manufacture of domestic appliances",2752,"Manufacture of non-electric domestic appliances","Manufacturing"
"C","Manufacturing",27,"Manufacture of electrical equipment",279,"Manufacture of other electrical equipment",2790,"Manufacture of other electrical equipment","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",281,"Manufacture of general-purpose machinery",2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",281,"Manufacture of general-purpose machinery",2812,"Manufacture of fluid power equipment","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",281,"Manufacture of general-purpose machinery",2813,"Manufacture of other pumps and compressors","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",281,"Manufacture of general-purpose machinery",2814,"Manufacture of other taps and valves","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",281,"Manufacture of general-purpose machinery",2815,"Manufacture of bearings, gears, gearing and driving elements","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",282,"Manufacture of other general-purpose machinery",2821,"Manufacture of ovens, furnaces and furnace burners","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",282,"Manufacture of other general-purpose machinery",2822,"Manufacture of lifting and handling equipment","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",282,"Manufacture of other general-purpose machinery",2823,"Manufacture of office machinery and equipment (except computers and peripheral equipment)","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",282,"Manufacture of other general-purpose machinery",2824,"Manufacture of power-driven hand tools","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",282,"Manufacture of other general-purpose machinery",2825,"Manufacture of non-domestic cooling and ventilation equipment","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",282,"Manufacture of other general-purpose machinery",2829,"Manufacture of other general-purpose machinery n.e.c.","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",283,"Manufacture of agricultural and forestry machinery",2830,"Manufacture of agricultural and forestry machinery","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",284,"Manufacture of metal forming machinery and machine tools",2841,"Manufacture of metal forming machinery","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",284,"Manufacture of metal forming machinery and machine tools",2849,"Manufacture of other machine tools","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",289,"Manufacture of other special-purpose machinery",2891,"Manufacture of machinery for metallurgy","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",289,"Manufacture of other special-purpose machinery",2892,"Manufacture of machinery for mining, quarrying and construction","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",289,"Manufacture of other special-purpose machinery",2893,"Manufacture of machinery for food, beverage and tobacco processing","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",289,"Manufacture of other special-purpose machinery",2894,"Manufacture of machinery for textile, apparel and leather production","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",289,"Manufacture of other special-purpose machinery",2895,"Manufacture of machinery for paper and paperboard production","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",289,"Manufacture of other special-purpose machinery",2896,"Manufacture of plastics and rubber machinery","Manufacturing"
"C","Manufacturing",28,"Manufacture of machinery and equipment n.e.c.",289,"Manufacture of other special-purpose machinery",2899,"Manufacture of other special-purpose machinery n.e.c.","Manufacturing"
"C","Manufacturing",29,"Manufacture of motor vehicles, trailers and semi-trailers",291,"Manufacture of motor vehicles",2910,"Manufacture of motor vehicles","Manufacturing"
"C","Manufacturing",29,"Manufacture of motor vehicles, trailers and semi-trailers",292,"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers",2920,"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","Manufacturing"
"C","Manufacturing",29,"Manufacture of motor vehicles, trailers and semi-trailers",293,"Manufacture of parts and accessories for motor vehicles",2931,"Manufacture of electrical and electronic equipment for motor vehicles","Manufacturing"
"C","Manufacturing",29,"Manufacture of motor vehicles, trailers and semi-trailers",293,"Manufacture of parts and accessories for motor vehicles",2932,"Manufacture of other parts and accessories for motor vehicles","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",301,"Building of ships and boats",3011,"Building of ships and floating structures","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",301,"Building of ships and boats",3012,"Building of pleasure and sporting boats","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",302,"Manufacture of railway locomotives and rolling stock",3020,"Manufacture of railway locomotives and rolling stock","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",303,"Manufacture of air and spacecraft and related machinery",3030,"Manufacture of air and spacecraft and related machinery","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",304,"Manufacture of military fighting vehicles",3040,"Manufacture of military fighting vehicles","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",309,"Manufacture of transport equipment n.e.c.",3091,"Manufacture of motorcycles","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",309,"Manufacture of transport equipment n.e.c.",3092,"Manufacture of bicycles and invalid carriages","Manufacturing"
"C","Manufacturing",30,"Manufacture of other transport equipment",309,"Manufacture of transport equipment n.e.c.",3099,"Manufacture of other transport equipment n.e.c.","Manufacturing"
"C","Manufacturing",31,"Manufacture of furniture",310,"Manufacture of furniture",3101,"Manufacture of office and shop furniture","Manufacturing"
"C","Manufacturing",31,"Manufacture of furniture",310,"Manufacture of furniture",3102,"Manufacture of kitchen furniture","Manufacturing"
"C","Manufacturing",31,"Manufacture of furniture",310,"Manufacture of furniture",3103,"Manufacture of mattresses","Manufacturing"
"C","Manufacturing",31,"Manufacture of furniture",310,"Manufacture of furniture",3109,"Manufacture of other furniture","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",321,"Manufacture of jewellery, bijouterie and related articles",3211,"Striking of coins","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",321,"Manufacture of jewellery, bijouterie and related articles",3212,"Manufacture of jewellery and related articles","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",321,"Manufacture of jewellery, bijouterie and related articles",3213,"Manufacture of imitation jewellery and related articles","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",322,"Manufacture of musical instruments",3220,"Manufacture of musical instruments","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",323,"Manufacture of sports goods",3230,"Manufacture of sports goods","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",324,"Manufacture of games and toys",3240,"Manufacture of games and toys","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",325,"Manufacture of medical and dental instruments and supplies",3250,"Manufacture of medical and dental instruments and supplies","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",329,"Other manufacturing n.e.c.",3291,"Manufacture of brooms and brushes","Manufacturing"
"C","Manufacturing",32,"Other manufacturing",329,"Other manufacturing n.e.c.",3299,"Other manufacturing n.e.c.","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3311,"Repair of fabricated metal products","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3312,"Repair of machinery","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3313,"Repair of electronic and optical equipment","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3314,"Repair of electrical equipment","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3315,"Repair and maintenance of ships and boats","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3316,"Repair and maintenance of aircraft and spacecraft","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3317,"Repair and maintenance of other transport equipment","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",331,"Repair of fabricated metal products, machinery and equipment",3319,"Repair of other equipment","Manufacturing"
"C","Manufacturing",33,"Repair and installation of machinery and equipment",332,"Installation of industrial machinery and equipment",3320,"Installation of industrial machinery and equipment","Manufacturing"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3511,"Production of electricity","Energy"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3512,"Transmission of electricity","Energy"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3513,"Distribution of electricity","Energy"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3514,"Trade of electricity","Energy"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",352,"Manufacture of gas; distribution of gaseous fuels through mains",3521,"Manufacture of gas","Energy"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",352,"Manufacture of gas; distribution of gaseous fuels through mains",3522,"Distribution of gaseous fuels through mains","Energy"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",352,"Manufacture of gas; distribution of gaseous fuels through mains",3523,"Trade of gas through mains","Energy"
"D","Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",353,"Steam and air conditioning supply",3530,"Steam and air conditioning supply","Energy"
"E","Water supply; sewerage, waste management and remediation activities",36,"Water collection, treatment and supply",360,"Water collection, treatment and supply",3600,"Water collection, treatment and supply","Water"
"E","Water supply; sewerage, waste management and remediation activities",37,"Sewerage",370,"Sewerage",3700,"Sewerage","Water"
"E","Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",381,"Waste collection",3811,"Collection of non-hazardous waste","Water"
"E","Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",381,"Waste collection",3812,"Collection of hazardous waste","Water"
"E","Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",382,"Waste treatment and disposal",3821,"Treatment and disposal of non-hazardous waste","Water"
"E","Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",382,"Waste treatment and disposal",3822,"Treatment and disposal of hazardous waste","Water"
"E","Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",383,"Materials recovery",3831,"Dismantling of wrecks","Water"
"E","Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",383,"Materials recovery",3832,"Recovery of sorted materials","Water"
"E","Water supply; sewerage, waste management and remediation activities",39,"This division includes the provision of remediation services, i.e. the cleanup of contaminated buildings and sites, soil, surface or ground water.",390,"Remediation activities and other waste management services",3900,"Remediation activities and other waste management services","Water"
"F","Construction",41,"Construction of buildings",411,"Development of building projects",4110,"Development of building projects","Construction"
"F","Construction",41,"Construction of buildings",412,"Construction of residential and non-residential buildings",4120,"Construction of residential and non-residential buildings","Construction"
"F","Construction",42,"Civil engineering",421,"Construction of roads and railways",4211,"Construction of roads and motorways","Construction"
"F","Construction",42,"Civil engineering",421,"Construction of roads and railways",4212,"Construction of railways and underground railways","Construction"
"F","Construction",42,"Civil engineering",421,"Construction of roads and railways",4213,"Construction of bridges and tunnels","Construction"
"F","Construction",42,"Civil engineering",422,"Construction of utility projects",4221,"Construction of utility projects for fluids","Construction"
"F","Construction",42,"Civil engineering",422,"Construction of utility projects",4222,"Construction of utility projects for electricity and telecommunications","Construction"
"F","Construction",42,"Civil engineering",429,"Construction of other civil engineering projects",4291,"Construction of water projects","Construction"
"F","Construction",42,"Civil engineering",429,"Construction of other civil engineering projects",4299,"Construction of other civil engineering projects n.e.c.","Construction"
"F","Construction",43,"Specialised construction activities",431,"Demolition and site preparation",4311,"Demolition","Construction"
"F","Construction",43,"Specialised construction activities",431,"Demolition and site preparation",4312,"Site preparation","Construction"
"F","Construction",43,"Specialised construction activities",431,"Demolition and site preparation",4313,"Test drilling and boring","Construction"
"F","Construction",43,"Specialised construction activities",432,"Electrical, plumbing and other construction installation activities",4321,"Electrical installation","Construction"
"F","Construction",43,"Specialised construction activities",432,"Electrical, plumbing and other construction installation activities",4322,"Plumbing, heat and air-conditioning installation","Construction"
"F","Construction",43,"Specialised construction activities",432,"Electrical, plumbing and other construction installation activities",4329,"Other construction installation","Construction"
"F","Construction",43,"Specialised construction activities",433,"Building completion and finishing",4331,"Plastering","Construction"
"F","Construction",43,"Specialised construction activities",433,"Building completion and finishing",4332,"Joinery installation","Construction"
"F","Construction",43,"Specialised construction activities",433,"Building completion and finishing",4333,"Floor and wall covering","Construction"
"F","Construction",43,"Specialised construction activities",433,"Building completion and finishing",4334,"Painting and glazing","Construction"
"F","Construction",43,"Specialised construction activities",433,"Building completion and finishing",4339,"Other building completion and finishing","Construction"
"F","Construction",43,"Specialised construction activities",439,"Other specialised construction activities",4391,"Roofing activities","Construction"
"F","Construction",43,"Specialised construction activities",439,"Other specialised construction activities",4399,"Other specialised construction activities n.e.c.","Construction"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",45,"Wholesale and retail trade and repair of motor vehicles and motorcycles",451,"Sale of motor vehicles",4511,"Sale of cars and light motor vehicles","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",45,"Wholesale and retail trade and repair of motor vehicles and motorcycles",451,"Sale of motor vehicles",4519,"Sale of other motor vehicles","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",45,"Wholesale and retail trade and repair of motor vehicles and motorcycles",452,"Maintenance and repair of motor vehicles",4520,"Maintenance and repair of motor vehicles","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",45,"Wholesale and retail trade and repair of motor vehicles and motorcycles",453,"Sale of motor vehicle parts and accessories",4531,"Wholesale trade of motor vehicle parts and accessories","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",45,"Wholesale and retail trade and repair of motor vehicles and motorcycles",453,"Sale of motor vehicle parts and accessories",4532,"Retail trade of motor vehicle parts and accessories","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",45,"Wholesale and retail trade and repair of motor vehicles and motorcycles",454,"Sale, maintenance and repair of motorcycles and related parts and accessories",4540,"Sale, maintenance and repair of motorcycles and related parts and accessories","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4611,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4612,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4613,"Agents involved in the sale of timber and building materials","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4614,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4615,"Agents involved in the sale of furniture, household goods, hardware and ironmongery","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4616,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4617,"Agents involved in the sale of food, beverages and tobacco","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4618,"Agents specialised in the sale of other particular products","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",461,"Wholesale on a fee or contract basis",4619,"Agents involved in the sale of a variety of goods","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",462,"Wholesale of agricultural raw materials and live animals",4621,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",462,"Wholesale of agricultural raw materials and live animals",4622,"Wholesale of flowers and plants","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",462,"Wholesale of agricultural raw materials and live animals",4623,"Wholesale of live animals","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",462,"Wholesale of agricultural raw materials and live animals",4624,"Wholesale of hides, skins and leather","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4631,"Wholesale of fruit and vegetables","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4632,"Wholesale of meat and meat products","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4633,"Wholesale of dairy products, eggs and edible oils and fats","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4634,"Wholesale of beverages","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4635,"Wholesale of tobacco products","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4636,"Wholesale of sugar and chocolate and sugar confectionery","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4637,"Wholesale of coffee, tea, cocoa and spices","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4638,"Wholesale of other food, including fish, crustaceans and molluscs","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4639,"Non-specialised wholesale of food, beverages and tobacco","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4641,"Wholesale of textiles","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4642,"Wholesale of clothing and footwear","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4643,"Wholesale of electrical household appliances","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4644,"Wholesale of china and glassware and cleaning materials","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4645,"Wholesale of perfume and cosmetics","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4646,"Wholesale of pharmaceutical goods","Wholesale, retail"
"G","Wholesale and retail trade; repair of motor vehicles and motorcycles",46,"Wholesale trade, except of motor vehicles and motorcycles",464,"Wholesale of household goods",4647,"Wholesale of furniture, carpets and lighting equipment","Wholesale, retail"
